Unnamed: 0,title,ingredients,directions,link,source,NER
1483366,Lamb Kefta With Dates And Sage Recipe,"[""2 sprigs fresh sage, stems discarded"", ""17 dates"", ""1 pound ground lamb"", ""Salt and pepper"", ""4 to 6 pitas"", ""Hummus""]","[""Add the sage leaves and dates to a food processor, and process until the finely chopped. Use a spatula to scrape down any bits that have stuck to the sides. Add the ground lamb, and process until it forms a slightly chunky paste. Season with salt and pepper."", ""Divide the mixture into 10 balls. Mold each ball onto a skewer until it looks resembles a \""flat sausage.\"" (Note: Soak wooden skewers for 30 minutes or use metal skewers if using an outdoor grill.)"", ""Heat a cast-iron grill pan or a grill over medium heat. Add the skewered meat and cook until caramelized and completely cooked, about five minutes a side. Reduce heat to medium-low if the meat starts to burn."", ""Serve the skewers with pita and hummus.""]",www.seriouseats.com/recipes/2012/03/lamb-kefta-with-dates-and-sage.html,Gathered,"[""sage"", ""dates"", ""ground lamb"", ""Salt"", ""pitas""]"
861902,Italian Easter Ricotta Pie,"[""2 lb. Ricotta"", ""2 Tbsp. grated lemon peel"", ""5 eggs"", ""1/2 c. flour"", ""1 Tbsp. vanilla"", ""2 1/2 c. sugar"", ""2 Tbsp. grated orange peel"", ""1/8 tsp. salt""]","[""Cream sugar and Ricotta, add flour, eggs and remaining ingredients; mix well."", ""Set aside.""]",www.cookbooks.com/Recipe-Details.aspx?id=847090,Gathered,"[""Ricotta"", ""eggs"", ""flour"", ""vanilla"", ""sugar"", ""salt""]"
66558,Potatoes In Beer(Low-Fat Recipe)  ,"[""3 lb. red potatoes, peeled and thinly sliced"", ""1 large onion, peeled and thinly sliced"", ""4 Tbsp. flour"", ""8 oz. grated Swiss cheese"", ""salt and freshly ground pepper"", ""1 (12 oz.) can beer""]","[""Preheat oven to 400\u00b0."", ""Use a 3-quart deep casserole to prevent boil over."", ""Coat dish with spray shortening."", ""Cover bottom with 1/3 potatoes."", ""Top with 1/2 onion."", ""Sprinkle with 2 tablespoons flour and 1/3 cheese."", ""Season with salt and pepper."", ""Continue layering as before."", ""Top with remaining potatoes and cheese."", ""Pour beer down sides of dish so as not to disturb layers."", ""Cover; bake 45 minutes."", ""Remove cover; bake another 20 minutes or until cheese is light brown on top."", ""Makes 6 to 8 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=672513,Gathered,"[""red potatoes"", ""onion"", ""flour"", ""Swiss cheese"", ""salt"", ""beer""]"
68706,Kids Play Dough,"[""3 c. flour"", ""1 1/2 c. salt"", ""3 c. water"", ""4 Tbsp. oil"", ""2 Tbsp. cream of tartar"", ""food coloring (if desired)""]","[""Mix all ingredients together."", ""Cook on medium-high heat."", ""Stir often until mixture no longer sticks to spoon or pan."", ""Cool slightly."", ""Knead until smooth."", ""Store in airtight container.""]",www.cookbooks.com/Recipe-Details.aspx?id=899946,Gathered,"[""flour"", ""salt"", ""water"", ""oil"", ""cream of tartar"", ""food coloring""]"
2077392,Hibiscus Tea with Citrus Fruit,"[""1 gal. water"", ""2 cups sugar"", ""2 cups dried hibiscus flowers"", ""- prepared REVOLUTION Classic Iced Tea"", ""4 each oranges, sliced Safeway 1 lb For $0.79 thru 02/09"", ""4 each lemons, sliced Safeway 4 ct For $5.00 thru 02/09"", ""4 each limes, sliced""]","[""Bring water to boil in large saucepan."", ""Stir in sugar and flowers until sugar is dissolved."", ""Remove from heat; cover."", ""Let stand 20 to 30 min."", ""Strain liquid into pitcher; discard solids."", ""Stir in tea."", ""Refrigerate until ready to serve."", ""Serve over ice cubes topped with fruit.""]",www.kraftrecipes.com/recipes/hibiscus-tea-citrus-fruit-112320.aspx,Recipes1M,"[""water"", ""sugar"", ""flowers"", ""Tea"", ""oranges"", ""lemons""]"
2021312,Praline Whipped Sweet Potatoes,"[""5 large sweet potatoes (about 3-1/2 lb.)"", ""4 oz. (1/2 of 8-oz. pkg.) PHILADELPHIA Cream Cheese, softened"", ""1 tsp. ground cinnamon, divided"", ""2 cups maple-pecan whole grain cereal flakes"", ""1/4 cup firmly packed brown sugar"", ""2 Tbsp. butter, softened""]","[""Preheat oven to 400F."", ""Prick potatoes with fork, then microwave on HIGH 15 to 20 min."", ""or until tender."", ""Remove from oven; cool 5 min."", ""Cut each potato lengthwise in half; carefully scoop potato flesh into medium bowl, reserving potato shells for later use."", ""Mash potatoes until smooth."", ""Add cream cheese and 1/2 tsp."", ""of the cinnamon; mix until well blended."", ""Spoon evenly into potato shells."", ""Place cereal in resealable plastic bag; gently crush with hands or a rolling pin."", ""Mix with brown sugar, butter and remaining 1/2 tsp."", ""cinnamon."", ""Sprinkle evenly over potatoes."", ""Bake 15 min."", ""or until potatoes are heated through and streusel topping is golden brown.""]",www.kraftrecipes.com/recipes/praline-whipped-sweet-potatoes-65851.aspx,Recipes1M,"[""sweet potatoes"", ""PHILADELPHIA Cream Cheese"", ""ground cinnamon"", ""maple-pecan"", ""brown sugar"", ""butter""]"
1170067,Santa Fe Pinwheel Wraps For A Crowd,"[""5 cups grated cheese (fontina, old cheddar or Monterey jack)"", ""3 cups grated asiago cheese"", ""1/3 cup slivered fresh basil"", ""12 black olives, chopped"", ""1/3 cup green onion, diced"", ""1 garlic clove, minced"", ""1 1/4 cups mayonnaise"", ""12 soft flour tortillas"", ""1 leaf lettuce, cleaned and patted dry, sliced into slivers (2 or 3 leaves)"", ""3 red peppers, roasted then cut into strips""]","[""Mix together grated cheeses, basil, black olives, green onion, garlic and mayonnaise."", ""Thinly spread mixture all over open tortilla."", ""Then at the one end of the tortilla, lay 3 or 4 strips of roasted pepper as well as about 1/2 cup of slivered lettuce."", ""Roll up the tortilla tightly."", ""Wrap the tortillas tightly in plastic wrap and refrigerate until ready to use."", ""Remove from refrigerator; slice each tortilla (on a bit of an angle) in about 8 slices."", ""Then display the slices on a platter with a little parsley or other garnish.""]",www.food.com/recipe/santa-fe-pinwheel-wraps-for-a-crowd-116301,Gathered,"[""grated cheese"", ""asiago cheese"", ""basil"", ""black olives"", ""green onion"", ""garlic"", ""mayonnaise"", ""flour tortillas"", ""leaf lettuce"", ""red peppers""]"
2133469,Russian Beef Stroganoff Recipe,"[""2 tbsp. bacon fat or possibly fat from steak"", ""2/3 c. minced onion"", ""2-3 cloves of garlic, pressed"", ""2 pound round steak"", ""1 (4 ounce.) can mushrooms"", ""1 c. cultured lowfat sour cream"", ""1 (8 ounce.) can tomato sauce"", ""1 teaspoon salt"", ""1/8 teaspoon pepper"", ""1 tbsp. or possibly more Worcestershire sauce""]","[""Cut steak into 1/8 inch strips."", ""Heat fat and brown meat."", ""When nicely browned add in onion and garlic."", ""Then add in all of the remaining ingredients including the liquid from the mushrooms."", ""Simmer a few min then transfer to a covered baking dish."", ""Bake slowly one hour or possibly so."", ""Serve over wild rice."", ""Serves 12.""]",cookeatshare.com/recipes/russian-beef-stroganoff-14842,Recipes1M,"[""bacon"", ""onion"", ""garlic"", ""steak"", ""mushrooms"", ""cultured lowfat sour cream"", ""tomato sauce"", ""salt"", ""pepper"", ""Worcestershire sauce""]"
435931,Cheese Balls,"[""6 egg whites"", ""3 c. grated Cheddar cheese"", ""2 Tbsp. all-purpose flour"", ""dash of cayenne pepper"", ""cheese crackers""]","[""Beat egg whites until stiff."", ""Fold in cheese, flour and pepper."", ""Shape mixture into small balls."", ""Crumble cheese crackers until fine; roll the balls in the crumbs and deep fry until golden.""]",www.cookbooks.com/Recipe-Details.aspx?id=1023628,Gathered,"[""egg whites"", ""Cheddar cheese"", ""flour"", ""cayenne pepper"", ""cheese crackers""]"
620943,Concho Bars,"[""1 yellow cake mix (Duncan Hines plain)"", ""1 c. brown sugar"", ""1 stick melted oleo"", ""2 eggs"", ""2 1/2 Tbsp. water"", ""1 c. pecans"", ""1 c. chocolate chips""]","[""Mix cake mix, brown sugar, melted oleo, eggs and water."", ""Add pecans and chocolate chips."", ""Mix all and bake at 350\u00b0 for 30 to 35 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=372395,Gathered,"[""yellow cake"", ""brown sugar"", ""oleo"", ""eggs"", ""water"", ""pecans"", ""chocolate chips""]"
1697386,Thai Tea Parfait,"[""100 g water (1/2 cup)"", ""10 g Thai tea leaves (2 tablespoons)"", ""1 gelatin sheet"", ""75 g sweetened condensed milk (1/4 cup)"", ""16 g store-bought dulce de leche (1 tablespoon)"", ""6 g tamarind paste (1 teaspoon)"", ""1 g kosher salt (1/4 teaspoon)"", ""Pam or other nonstick cooking spray"", ""75 g heavy cream (1/3 cup)"", ""35 g sour cream (2 tablespoons)"", ""1 recipe Lemon Mascarpone (recipe follows)"", ""1 recipe Thai Tea Crunch (page 187)"", ""4 mint sprigs""]","[""Combine the water and tea leaves in a blender and blend on high for 10 seconds."", ""Let the mixture steep for 30 minutes."", ""Strain the liquid through a fine sieve into a small bowl and reserve."", ""(If there is any grit left in the tea steep, pass it through a coffee filter to remove it.)"", ""Bloom the gelatin (see page 29)."", ""Heat the Thai tea steep in a small saucepan until it is warm to the touch."", ""Add the bloomed gelatin and stir until the gelatin is fully dissolved."", ""Pour into a medium bowl and whisk in the condensed milk, dulce de leche, tamarind paste, and salt until all the ingredients are dissolved and fully incorporated."", ""Put the bowl in the fridge for about 20 minutes, whisking it every 5 minutes or so."", ""Check the consistency of the base as you whisk it; you dont want the parfait to set fully, but you want it to get thick enough to be able to fold in the whipped heavy cream mixture and have it hold its shape a bit."", ""The best description for the consistency you are looking for is that of a really thick porridge."", ""Pretend you are Goldilocks and that you are waiting for it to be just right."", ""Pigtails are optional."", ""While the base is setting, lightly Pam-spray 4 (2-ounce) molds of your choice."", ""We use silicone molds for ease of removal after the parfaits have set."", ""Put the molds on a flat, transportable surface; set aside."", ""Whisk the heavy cream and sour cream (in a mixer with the whisk attachment, or by hand) until the mixture reaches medium-soft peaks."", ""If the heavy cream mixture is ready before the parfait base has set, put it in the fridge until ready to use."", ""Once the consistency of the parfait base has reached perfection, pour it into a large bowl and, using a spatula, fold in the heavy cream mixture until the mixture is completely smooth and no white streaks remain."", ""Pour the parfait into the prepared molds, and carefully tap the molds on the countertop a few times to remove excess air bubbles."", ""Freeze for at least 3 hours, or overnight."", ""Unmold the frozen parfaits by gently popping them out of their molds or by plunging the base of the molds into warm water for 3 seconds, then tapping them upside down on the counter."", ""Stored in an airtight container, the parfaits will keep in the freezer for 1 month."", ""Thaw before serving, either overnight in the fridge or for 3 hours at room temperature."", ""To serve, use the back of a spoon to schmear (see page 29) a quarter of the lemon mascarpone across the center of each of 4 plates."", ""Place a Thai tea parfait in the center of each schmear."", ""Sprinkle one-quarter of the Thai tea crunch over the center and down the sides of each parfait and top the crunch with tiny torn pieces of mint."", ""Serve immediately."", ""Powdered gelatin can be substituted for the sheet gelatin: use 1/2 teaspoon.""]",www.epicurious.com/recipes/food/views/thai-tea-parfait-382414,Recipes1M,"[""water"", ""gelatin sheet"", ""condensed milk"", ""tamarind paste"", ""kosher salt"", ""heavy cream"", ""sour cream"", ""recipe Thai Tea"", ""mint sprigs""]"
1354842,Fresh Mint Chocolate Chip Frozen Yogurt ,"[""1 cup fresh mint leaves"", ""1 cup / 240 ml heavy cream"", ""1/2 cup plus 2 tablespoons / 130 ml brown rice syrup"", ""Scant 1/2 teaspoon peppermint extract"", ""2 cups / 480 ml whole-milk Greek yogurt"", ""2 ounces good quality dark chocolate, finely chopped""]","[""Coarsely chop the mint leaves and put them in a saucepan with the cream. Bring just to a simmer over medium heat, occasionally stirring and pressing the mint leaves so that they release the oils. As soon as it comes to a simmer, add the brown rice syrup and stir to combine, then turn off the heat. Leave the mixture on the stove top to steep for 30 minutes."", """", ""Pour the cream mixture into a bowl through a fine-mesh sieve to remove the mint leaves. Add the peppermint extract and yogurt to the bowl and whisk to combine. Cover the mixture and chill in the fridge for at least 30 minutes and up to overnight."", """", ""Churn the yogurt mixture in an ice cream maker, following the manufacturer's instructions. When the yogurt if finished churning, stir in the chocolate (hs note: alternately, I usually drizzle in just-melted chocolate instead of chopped). Serve immediately (recommended!), or transfer to a covered container and store in the freezer, where it will firm up increasingly over time.""]",www.epicurious.com/recipes/member/views/fresh-mint-chocolate-chip-frozen-yogurt-51120871,Gathered,"[""mint"", ""heavy cream"", ""brown rice syrup"", ""peppermint"", ""dark chocolate""]"
1935539,Beef Curry,"[""2 tablespoons oil"", ""1 lb stewing beef"", ""salt and pepper"", ""14 teaspoon ground ginger"", ""1 -3 tablespoon curry powder (depends on your taste)"", ""2 onions, chopped"", ""2 garlic cloves, minced"", ""1 (14 1/2 ounce) can tomatoes with juice"", ""1 cup beef broth"", ""12 cup water""]","[""Season beef with salt, pepper, curry and ginger."", ""Heat the oil in a skillet over medium heat, and brown the beef on all sides."", ""Add the garlic and onions in the skillet until tender."", ""Mix in the juice from the tomatoes, beef broth, and water."", ""Chop tomatoes and add."", ""Bring to boil, reduce heat, cover and simmer over very low heat for 1 hour or until meat is very tender."", ""Serve over rice.""]",www.food.com/recipe/beef-curry-219317,Recipes1M,"[""oil"", ""stewing beef"", ""salt"", ""ground ginger"", ""curry"", ""onions"", ""garlic"", ""tomatoes"", ""beef broth"", ""water""]"
69144,Custard,"[""4 c. milk"", ""3 eggs"", ""3/4 c. sugar (scant)"", ""1/4 tsp. salt""]","[""In heavy saucepan, scald 3 cups milk (do not boil)."", ""In a bowl, beat\ttogether"", ""the"", ""eggs, sugar and salt."", ""Beat well, then stir in the"", ""cup"", ""of cold milk."", ""Add some of the hot milk to the mixture."", ""Mix"", ""well,"", ""then gradually add to the rest of the hot milk."", ""Cook"", ""over"", ""just medium heat."", ""Stir constantly until mixture coats"", ""the back of the spoon (do not overcook or let boil)."", ""Strain."", ""Add"", ""1"", ""teaspoon"", ""of"", ""vanilla."", ""Best"", ""if allowed to ripen in refrigerator or until next day.""]",www.cookbooks.com/Recipe-Details.aspx?id=619360,Gathered,"[""milk"", ""eggs"", ""sugar"", ""salt""]"
438900,Denver Omelette,"[""4 eggs"", ""1 green pepper"", ""1 green onion"", ""salt and pepper"", ""ground beef"", ""ham"", ""American cheese"", ""Swiss cheese"", ""Tabasco sauce"", ""3 to 4 Tbsp. milk""]","[""Scramble eggs with milk until fluffy."", ""Set eggs aside."", ""Brown ground beef."", ""Drain excess grease off."", ""Set aside."", ""Chop peppers, onions, ham and cheese."", ""Set aside."", ""Take eggs and pour into hot, greased frying pan."", ""Take ground beef, peppers, onions, ham and cheese, in that order."", ""Place only on one side of eggs."", ""Fold other half of eggs over, completely covering ingredients."", ""Turn only one time."", ""Serve with Tabasco sauce on top."", ""Makes 1 serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=559411,Gathered,"[""eggs"", ""green pepper"", ""green onion"", ""salt"", ""ground beef"", ""ham"", ""American cheese"", ""Swiss cheese"", ""Tabasco sauce"", ""milk""]"
193006,Mexican Fried Rice,"[""1 c. raw rice"", ""1/4 c. oil"", ""1 Tbsp. chili powder"", ""2 c. water"", ""1 tsp. salt""]","[""Fry the rice in oil in a large skillet (cast-iron, if available) until medium brown; frequent stirring will be necessary. Cool somewhat."", ""Add water, chili and salt."", ""Cover and simmer 20 to 25 minutes until rice absorbs water."", ""Serve hot."", ""May be refrigerated and reheated.""]",www.cookbooks.com/Recipe-Details.aspx?id=921111,Gathered,"[""rice"", ""oil"", ""chili powder"", ""water"", ""salt""]"
933212,John'S Home-Style Kale Salad,"[""1/2 cup olive oil"", ""4 cloves garlic, minced"", ""3 slices pumpernickel bread, cut into strips"", ""ground black pepper to taste"", ""6 large kale leaves, cut into small pieces"", ""2 1/2 ounces grated Romano cheese"", ""1/2 pint grape tomatoes, halved"", ""1/2 large lemon, juiced, or more to taste""]","[""Whisk olive oil and garlic together in a bowl; let rest until flavors blend, at least 30 minutes."", ""Preheat oven to 400 degrees F (200 degrees C). Spread bread strips out onto a baking sheet and season with black pepper."", ""Bake bread in the preheated oven until toasted, about 5 minutes."", ""Combine kale leaves, toasted bread, Romano cheese, and tomatoes in a large bowl. Pour olive oil mixture and lemon juice over the top; toss to coat completely.""]",www.allrecipes.com/recipe/241014/johns-home-style-kale-salad/,Gathered,"[""olive oil"", ""garlic"", ""bread"", ""ground black pepper"", ""kale leaves"", ""Romano cheese"", ""grape tomatoes"", ""lemon""]"
1391070,Fried Green Tomatoes With Panko And Parmesan,"[""4 medium green tomatoes, cored and cut into 1/4-inch-thick slices"", ""Salt"", ""Sugar"", ""2 large eggs, lightly beaten"", ""1 cup panko"", ""1 cup freshly grated Parmesan cheese, plus more for serving"", ""2 tablespoons olive oil, plus more if needed"", ""2 tablespoons unsalted butter, plus more if needed"", ""Freshly ground black pepper""]","[""Lay the tomato slices on a baking sheet and sprinkle generously (like you're seasoning a steak) with both salt and sugar. Turn over the slices and season the other sides. Let sit for 30 minutes."", ""Have a large non-stick saute pan on the stove. Add the beaten egg to a wide shallow bowl. Combine the panko and Parmesan in another wide shallow bowl. Set them near the stove. Lay the tomato slices on paper towel, top with another layer of paper towel and press on the tomatoes to dry them well. Season the slices again with a little salt. Working one at a time, dip the tomatoes in egg, then the panko-Parmesan mixture. Really press and pat the panko into the tomatoes. Set the tomatoes on a clean baking sheet."", ""Heat the saute pan over medium-high heat, and add the olive oil and butter. When the foam subsides, add the tomatoes, enough to cover the base of the pan in a single layer. Let them be for a few minutes and when you see browning on the egde, check the tomatoes. You want a nut brown crust. Turn them and brown the other side. Keep working in batches, adding more oil and butter to the pan as needed, and transfer the tomatoes to a warm serving platter. Grind (coarsely!) fresh pepper on top, sprinkle with extra cheese, and serve!""]",food52.com/recipes/13612-fried-green-tomatoes-with-panko-and-parmesan,Gathered,"[""green tomatoes"", ""Salt"", ""Sugar"", ""eggs"", ""Parmesan cheese"", ""olive oil"", ""unsalted butter"", ""Freshly ground black pepper""]"
1218858,Quick And Easy Black Bean Pumpkin & Butternut Squash Soup,"[""4 cups butternut squash soup"", ""1 (16 ounce) can black beans, no salt added"", ""1 1/2 cups spinach leaves"", ""2 ounces sun-dried tomatoes"", ""1/8 cup feta cheese"", ""1 tablespoon garlic, minced"", ""1 teaspoon cumin (or to taste)"", ""1 teaspoon oregano (or to taste)"", ""1 (16 ounce) can pumpkin, pureed"", ""1 (15 1/2 ounce) can no-salt-added diced tomatoes""]","[""Pour soup carton into a large pot and cook on medium."", ""Add spinach leaves and stir until mixed together and let simmer for a few minutes."", ""Stir in garlic and continue to cook on medium heat for a few minutes and then add cumin and oregano to taste."", ""Then add black beans, tomatoes (if used), feta cheese, and sun dried tomatoes."", ""Stir together making sure all ingredients are mixed evenly and then let simmer for a minute or two until thoroughly heated."", ""Serve with toasted whole wheat bread or in a whole grain bread bowl.""]",www.food.com/recipe/quick-and-easy-black-bean-pumpkin-butternut-squash-soup-302053,Gathered,"[""butternut squash soup"", ""black beans"", ""spinach leaves"", ""tomatoes"", ""feta cheese"", ""garlic"", ""cumin"", ""oregano"", ""pumpkin"", ""salt""]"
654955,Granny'S Rice Pudding,"[""2 tins evaporated milk"", ""2 tins warm water"", ""2 Tbsp. rice"", ""1/2 c. sugar or more to taste"", ""1 tsp. salt"", ""1/2 c. raisins"", ""cinnamon""]","[""Wipe a pudding dish with butter or spread."", ""Bake at 400\u00b0 for 1/2 hour, then at 300\u00b0 until rice is done.""]",www.cookbooks.com/Recipe-Details.aspx?id=831182,Gathered,"[""milk"", ""tins"", ""rice"", ""sugar"", ""salt"", ""raisins"", ""cinnamon""]"
296691,Hawaiian Wedding Cake,"[""1 yellow cake mix"", ""1 (8 oz.) pkg. cream cheese, softened"", ""1 c. milk"", ""1 pkg. vanilla instant pudding"", ""1 can drained crushed pineapple"", ""1 (12 oz.) container Cool Whip"", ""coconut (as much as desired)""]","[""Bake yellow cake mix according to directions."", ""Cool completely."", ""Beat milk and pudding; add slowly to whipped cream cheese and put on cake."", ""Add drained pineapple."", ""Top with Cool Whip."", ""Top with coconut.""]",www.cookbooks.com/Recipe-Details.aspx?id=120291,Gathered,"[""yellow cake"", ""cream cheese"", ""milk"", ""vanilla instant pudding"", ""pineapple"", ""coconut""]"
1382611,Lightened Up Chicken Parmesan”Pasta”,"[""boneless skinless chicken breasts, pounded thin"", ""1/2 cup almond flour (sub oat flour if allergic to nuts)"", ""1 tablespoon extra virgin olive oil"", ""2 egg white s"", ""2 tablespoons parmesan"", ""sea salt &amp; pepper to taste"", ""1 spaghetti squash"", ""1 24 oz can fire roasted crushed tomatoes"", ""1 teaspoon Italian seasoning"", ""1 tablespoon parsley"", ""2 tablespoons minced garlic""]","[""Preheat oven 425 degrees"", ""Slice spaghetti squash in half & remove seeds\r\nSpray with extra virgin olive oil cooking spray then salt & pepper"", ""On a baking sheet lined with parchment paper, place squash flesh facing down, Cover squash with tin foil, Roast in the oven 40-45 minutes"", ""After the squash has been cooking ~20 minutes, begin cooking the meal"", ""Prepare one bowl with egg whites & Prepare a second bowl with flour, sea salt & parmesan"", ""Heat a large saute pan on stove with extra virgin olive oil to medium heat"", ""Place prepared chicken in egg white bowl then move to flour bowl coating chicken with mixture"", ""Place chicken in pan, Repeat for remaining chicken"", ""Allow to cook 7 minutes or until chicken begins to brown slightly, Flip and allow cook until golden brown"", ""As the chicken is cooking, heat a large saucepan on the stove to medium-low heat"", ""Add tomatoes, garlic & seasonings (optional: add spinach if necessary), As sauce is cooking, remove spaghetti squash from the oven and with a fork shred the squash from the skin"", ""Add squash to the sauce coating well with sauce"", ""Spoon squash with sauce on a plate & top with chicken breast""]",food52.com/recipes/40252-lightened-up-chicken-parmesan-pasta,Gathered,"[""chicken breasts"", ""almond flour"", ""extra virgin olive oil"", ""egg white\u2028"", ""parmesan"", ""salt"", ""squash"", ""tomatoes"", ""Italian seasoning"", ""parsley"", ""garlic""]"
771415,Fruit Salad,"[""1 can pineapple (drain juice and put in a bowl)"", ""2 Tbsp. sugar"", ""2 oranges, peeled and cut up"", ""2 c. green seedless grapes, sliced"", ""2 c. miniature marshmallows"", ""2 Red Delicious apples, cut into chunks"", ""2 pears, cut into chunks""]","[""Mix juice from pineapple, sugar and orange juice."", ""Let sit in refrigerator for several hours."", ""Add to ingredients and let sit.""]",www.cookbooks.com/Recipe-Details.aspx?id=432512,Gathered,"[""pineapple"", ""sugar"", ""oranges"", ""green seedless grapes"", ""marshmallows"", ""Red Delicious apples""]"
1843992,Aloha Rolls,"[""14 ounce active dry yeast"", ""14 cup warm water"", ""2 eggs"", ""12 cup pineapple juice"", ""14 cup water"", ""13 cup white sugar"", ""12 teaspoon vanilla extract"", ""14 cup butter, melted"", ""4 cups all-purpose flour (I used unbleached white flour)"", ""14 teaspoon salt (added to the flour)"", ""melted butter, for brushing on the rolls after they have been cooked""]","[""In a small bowl, dissolve yeast in 1/4 cup warm water."", ""Not so hot you can't touch it, just tepid warm, cover and leave for about 10 minutes."", ""In a stand mixer, beat the yeast mixture, eggs, pineapple juice, 1/4 cup water, sugar, vanilla, and melted butter."", ""When all combined, gradually stir in salt/flour mixture until a stiff batter like dough is formed."", ""***If your dough is too wet, don't be afraid to add more flour, a tablespoon at a time until it is dry enough to handle."", ""It should come away from the mixing bowl in a 'ball' after kneading."", ""Knead for 10 minutes using the dough hook or by hand if you don't have a stand mixer, again use more flour if kneading by hand if the dough is too sticky or wet to handle."", ""Cover with a clean cloth and place somewhere warm to let rise for 1 hour or more, until the dough is doubled in size (or more than doubled for extra airy, light rolls)."", ""Punch the air out of the dough and turn it onto a well floured surface."", ""Divide dough into 2 equal pieces and then divide each of those 2 pieces into 8 individual little balls, seam side down to form the rolls, so you get 16 rolls total."", ""Use 2, 2 X 9 inch baking pans, grease and flour both pans."", ""Put 9 balls (rolls), seam side down, into each pan."", ""For a total of 18 rolls in 2 pans."", ""After the balls are places in the pans, there will be quite a bit of room in the pans."", ""That's okay, because they need to rise."", ""Cover and let rise again until the rolls are doubled in size and taking up most, if not all of the pan."", ""This process of rising could take 40 minutes, or more."", ""Preheat oven to 350F."", ""Bake for 15-20 minutes, until a nice golden brown on top of the rolls."", ""The author of the recipe says to test if the rolls are cooked through, tip them out of the pan (use a cloth!)"", ""and tap the center of the base of the rolls."", ""If it sounds hollow, they're done."", ""If not, return to the oven for another 5-10 minutes."", ""Every oven is different but now you know the trick to see if they're done."", ""Note: I did not test the rolls like this to see if they were done."", ""They were nicely browned, when I took mine out of the oven (I've made three batches of these rolls now) and they were perfectly cooked after 20 minutes in a 350 F oven in my house."", ""After you have removed the rolls from the oven, brush the tops with melted butter.""]",www.food.com/recipe/aloha-rolls-510330,Recipes1M,"[""yeast"", ""water"", ""eggs"", ""pineapple juice"", ""water"", ""white sugar"", ""vanilla"", ""butter"", ""all-purpose"", ""salt"", ""butter""]"
70787,Quick Corned Beef And Cabbage,"[""3 Tbsp. melted margarine"", ""1 small head cabbage, shredded"", ""1 tsp. salt"", ""1/8 tsp. pepper"", ""1 (12 oz.) can corned beef, diced""]","[""Combine margarine, cabbage, salt and pepper in large skillet. Cover and cook over medium heat for 10 minutes, stirring occasionally."", ""Add corned beef."", ""Cover; cook for 5 minutes, or until meat is thoroughly heated."", ""Makes 4 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=644490,Gathered,"[""margarine"", ""head cabbage"", ""salt"", ""pepper"", ""corned beef""]"
1918932,PHILADELPHIA 3-Step Mini Cheesecake Baskets,"[""2 pkg. (250 g each) Philadelphia Brick Cream Cheese, softened"", ""1/2 cup sugar"", ""1/2 tsp. vanilla"", ""2 eggs"", ""12 vanilla wafers or chocolate sandwich cookies"", ""decorations, such as small candies or cut-up fresh fruit"", ""12 pieces shoestring licorice (4 inches each)""]","[""Preheat oven to 350F."", ""Beat cream cheese, sugar and vanilla with in large bowl with electric mixer on medium speed until well blended."", ""Add eggs, 1 at a time, mixing on low speed after each addition just until blended."", ""Place wafer on bottom of each of 12 paper-lined medium muffin cups."", ""Spoon cream cheese mixture evenly over wafers."", ""Bake 20 min."", ""or until centres are almost set."", ""Cool to room temperature."", ""Refrigerate 3 hours or overnight."", ""Add decorations as desired."", ""Bend each licorice piece, then insert both ends into each cheesecake to resemble the handle of a basket."", ""Store leftover cheesecakes in refrigerator.""]",www.kraftrecipes.com/recipes/philadelphia-3-step-mini-cheesecake-baskets-85524.aspx,Recipes1M,"[""Cream Cheese"", ""sugar"", ""vanilla"", ""eggs"", ""vanilla wafers"", ""shoestring licorice""]"
912186,Chocolate Peanut Butter Ice Cream Sandwich Dessert,"[""9 frozen ice cream sandwiches"", ""1 (14 ounce) can EAGLE BRAND(R) Sweetened Condensed Milk"", ""3/4 cup JIF(R) Extra Crunchy Peanut Butter"", ""2 cups heavy cream"", ""1 tablespoon vanilla extract"", ""1 (12 ounce) jar Smucker's(R) Hot Fudge Topping"", ""Cocktail peanuts""]","[""Beat cream and vanilla in large bowl with electric mixer on medium speed until stiff peaks form. Beat in sweetened condensed milk and peanut butter on low speed until smooth."", ""Arrange ice cream sandwiches in 13 x 9-inch dish to form a single layer. Spread peanut butter mixture evenly over ice cream sandwich layer. Cover; freeze 4 to 6 hours until firm."", ""Cut into 12 squares. Top with hot fudge topping and peanuts. Serve immediately.""]",www.allrecipes.com/recipe/232894/chocolate-peanut-butter-ice-cream-sandwich-dessert/,Gathered,"[""frozen ice cream sandwiches"", ""Milk"", ""Butter"", ""heavy cream"", ""vanilla"", ""Topping"", ""peanuts""]"
